sep=,
"Rank","Team","GP","Poss","%Time","Pts","PPP","FG Att","FG Made","FG Miss","FG%","eFG%","TO%","%FT","FTA/FGA","%SF","Score%","2 FG Att","2 FG Made","2 FG Miss","2 FG%","3FG Att","3 FG Made","3 FG Miss","3 FG%","3PA/FGA"
128,"Illinois-Chicago Flames",16,6.8,8.8,5.9,0.87,4.8,2.1,2.7,44.2,44.2,13,20.4,0.51,15.7,46.3,4.8,2.1,2.7,44.2,0,0,0,,0
129,"Monmouth Hawks",14,9.2,10.8,8,0.868,6.8,3.4,3.4,50.5,50.5,18.6,11.6,0.26,10.9,44.2,6.8,3.4,3.4,50.5,0,0,0,,0
129,"George Washington Revolutionaries",17,5.4,6.9,4.6,0.868,3.8,1.8,1.9,48.4,48.4,18.7,13.2,0.34,13.2,45.1,3.8,1.8,1.9,48.4,0,0,0,,0
131,"Pennsylvania Quakers",15,5.5,7,4.8,0.867,3.7,1.6,2.1,43.6,43.6,15.7,21.7,0.6,19.3,47,3.7,1.6,2.1,43.6,0,0,0,,0
131,"Duke Blue Devils",16,8,9.2,6.9,0.867,5.4,2.5,2.9,46.5,46.5,13.3,21.1,0.6,18.8,46.9,5.4,2.5,2.9,46.5,0,0,0,,0
133,"North Florida Ospreys",15,8.9,10.9,7.7,0.866,7,3.1,3.9,44.8,44.8,11.2,13.4,0.3,11.9,43.3,7,3.1,3.9,44.8,0,0,0,,0
134,"Creighton Bluejays",16,6.9,8.6,6,0.865,5.5,2.4,3.1,44.3,44.3,11.7,9.9,0.25,9.9,43.2,5.5,2.4,3.1,44.3,0,0,0,,0
135,"Northeastern Huskies",13,4.5,5.4,3.9,0.864,2.6,1.5,1.1,58.8,58.8,32.2,15.3,0.44,15.3,44.1,2.6,1.5,1.1,58.8,0,0,0,,0
135,"SIU Edwardsville Cougars",16,5.5,6.9,4.8,0.864,3.7,1.9,1.8,52.5,52.5,18.2,17,0.47,13.6,46.6,3.7,1.9,1.8,52.5,0,0,0,,0
137,"Stanford Cardinal",17,5.6,6.9,4.8,0.863,3.4,1.6,1.8,46.6,46.6,23.2,18.9,0.57,18.9,44.2,3.4,1.6,1.8,46.6,0,0,0,,0
138,"North Dakota Fighting Hawks",17,9.8,12,8.5,0.862,6.8,3.1,3.6,46.1,46.1,16.2,17.4,0.47,13.8,45.5,6.8,3.1,3.6,46.1,0,0,0,,0
139,"Saint Louis Billikens",17,6.8,7.6,5.8,0.861,4.4,2.3,2.1,52,52,23.5,14.8,0.4,14.8,44.3,4.4,2.3,2.1,52,0,0,0,,0
